"HospitalID
DoH Short Code",Hospital,"HospitalID
DoH Short Code",LATITUDE,LONGITUDE,Region,Province,Address,Contact,Type,Service Capability Level,Capacity,"COVID Capacity
(Y/N)",Notes
5998,"BATANGAS HEALTH CARE HOSPITAL, JESUS OF NAZARETH",5998,13.7634445,121.0785093,Region 4-A,Batangas,Brgy. Gulod Itaas,043-7232918/ 7238615 fax/ bhchjon_nazareth@yahoo.com,Private,Level 2,139,,
428,Bauan Doctors General Hospital,428,13.7953526,121.0003228,Region 4-A,Batangas,"F. Mangobos St., cor. Tano Road, Poblacion I, Bauan",043-7274194,Private,Level 2,100,,
6025,LIPA MEDIX MEDICAL CENTER,6025,13.9476661,121.1547781,Region 4-A,Batangas,"Ayala Highway, Balintawak, Lipa City",043-7563008 loc. 129,Private,Level 2,150,,
32011,"GENTRI MEDICAL CENTER AND HOSPITAL, INC.",32011,14.2890745,120.9046992,Region 4-A,Cavite,"Santusan St., Brgy. Manggahan, General Trias",046-4240888/ loc. 207 fax/ gentrimedical_30@yahoo.com,Private ,Level 2,50,,
31977,"CITY OF GENERAL TRIAS DOCTORS MEDICAL CENTER, INC.",31977,14.2910188,120.9017944,Region 4-A,Cavite,"Governors Drive, Metropolis Green, Brgy. Manggahan, Gen. Trias",046-4162222/ loc. 116 fax/ gentridoctors@yahoo.com,Private,Level 2,96,,
7517,OUR LADY OF THE PILLAR MEDICAL CENTER,7517,14.4190577,120.9370294,Region 4-A,Cavite,"Tamsui Ave., Bayan Luma, Imus",046-4723773/ 4723191 fax/ olpmcenter@yahoo.com,Private,Level 2,98,,
32063,PAGAMUTAN NG DASMARINAS,32063,14.3230026,120.9594773,Region 4-A,Cavite,"Brgy. Burol II, City of Dasmarinas",0928-5031082 / 4814400 / robertoire@yahoo.com/pagamutanngdasma@gmail.com,Public,Level 2,119,,
3802,CAVITE MEDICAL CENTER,3802,14.4633367,120.877441,Region 4-A,Cavite,"Manile-Cavite Road, Dalahican",cavitemed2005@yahoo.com/ info@cavitemedicalcenter.com,Private,Level 2,60,,
2830,BAUTISTA HOSPITAL,2830,14.4772319,120.8898123,Region 4-A,Cavite,"#375 P. Burgos Ave., Caridad, Cavite City",046-4310330/ 4310416/ 4310330 fax/ bautistahospital@yahoo.com.ph,Private,Level 2,60,,
4591,DE LA SALLE UNIVERSITY MEDICAL CENTER,4591,14.327174,120.9412193,Region 4-A,Cavite,"Gov. Dominador I. Mangubat Ave., Zone 4",02-9883100/ 046-4818000/ 4818002 fax/ http://www.dishsi.edu.ph,Private,Level 3,250,,
6079,"ST. PAUL HOSPITAL CAVITE, INC.",6079,14.3233178,120.96076,Region 4-A,Cavite,"Burol II, Bagong Bayan, Dasmarinas City",046-4818270-73/ 4841988 fax,Private,Level 2,100,,
4417,GENERAL EMILIO AGUINALDO MEMORIAL HOSPITAL,4417,14.2759968,120.8675512,Region 4-A,Cavite,"Luciano, Trece Martires City",046-4190063 / pho1_geamh@yahoo.com,Public,Level 3,284,,
31549,"SOUTHEAST ASIAN MEDICAL CENTER, INC.",31549,14.4059243,120.9746405,Region 4-A,Cavite,"Molino Road, Brgy. Molino III, Bacoor",5844747/ president.southeastasianhospital.com,Private,Level 2,50,,
32058,CARMONA HOSPITAL AND MEDICAL CENTER INC.,32058,14.3147178,121.0499283,Region 4-A,Cavite,"Purificacion St., Brgy. Mabuhay, Carmona",046-4300295/ 09324387530/ 09227772208/ 09272449406/ 4198110/ carmonahospitalmci@gmail.com,Private,Level 2,71,,
6011,DIVINE GRACE MEDICAL CENTER,6011,14.3978808,120.8659182,Region 4-A,Cavite,"Bypass Road, Tejero, General Trias, Cavite",046-4892224-26,Private,Level 2,75,,
31936,"TAGAYTAY MEDICAL CENTER, INC.",31936,14.1156535,120.960896,Region 4-A,Cavite,"E. Aguinaldo Highway, Silang Junction East, Tagaytay City",046-8602529/ 02-5844209/ 4133954,Private,Level 2,90,,
3867,EMILIO AGUINALDO COLLEGE MEDICAL CENTER CAVITE,3867,14.3486249,120.937512,Region 4-A,Cavite,"Salitran II, City of Dasmarinas, Cavite",4166657/ 5194210 fax/ eacmedcavite@gmail.com,Private,Level 2,154,,
31925,"DASMARINAS CITY MEDICAL CENTER, INC.",31925,14.3530591,120.9792421,Region 4-A,Cavite,"Salawag Crossing, Brgy. Salawag",046-4839000/ 4839021,Private,Level 2,60,,
2596,MEDICAL CENTER IMUS,2596,14.4260031,120.9442104,Region 4-A,Cavite,"Diversion Road, Palico IV, Imus",046-4722220/ 4723032 fax/ mci_presidents_office@yahoo.com,Private,Level 2,90,,
32056,BINAKAYAN HOSPITAL AND MEDICAL CENTER,32056,14.4516763,120.9240024,Region 4-A,Cavite,"175 Covelandia Road, Brgy. Balsahan Bisita, Binakayan, Kawit",046-4341484/ binakayanhmc@gmail.com,Private,Level 2,100,,
34413,"SILANG SPECIALISTS MEDICAL CENTER, INC.",34413,14.2346765,120.9706279,Region 4-A,Cavite,"Aguinaldo Highway, San Vicente II, Silang",09175591680/ honradachermane@gmail.com,Private,Level 2,100,,
760,"ST. DOMINIC MEDICAL CENTER, INC.",760,14.4593866,120.9582982,Region 4-A,Cavite,"Aguinaldo Highway, Talaba",046-4172520/ 4176454 fax,Private,Level 2,100,,
34433,"GLOBAL CARE MEDICAL CENTER OF CANLUBANG, INC.",34433,14.2117535,121.1121536,Region 4-A,Laguna,"J. Yulo Ave., Brgy. Canlubang, Calamba City, Laguna",049-5205626/ 09176257368/ 09178617500,Private,Level 2,30,,
3814,CALAMBA DOCTORS’ HOSPITAL,3814,14.217535,121.1400027,Region 4-A,Laguna,"Km. 49, National Highway, Parian, Calamba City, Laguna",049-5457371/ 5452527 fax/ amsi_cdh@yahoo.com,Private,Level 2,120,,
439,CALAMBA MEDICAL CENTER,439,14.2067498,121.1512822,Region 4-A,Laguna,"#13 National Highway (Crossing), Brgy. Real, Calamba City",049-5459162-63-65/ 5451740/ 9162/ 5456080/ 5452809 fax/ calambamed@cmc.ph,Private,Level 2,122,,
7012,BINAN DOCTORS’ HOSPITAL INCORPORATED,7012,14.325948,121.0899623,Region 4-A,Laguna,"Platero, Binan City",049-5119159/ 5208298 fax/ info@binandoctors.com.ph/ Biñandoctors197@gmail.com,Private,Level 2,100,,
5380,UPH-DR. JOSE G. TAMAYO MEDICAL CENTER,5380,14.3302844,121.0829156,Region 4-A,Laguna,"Brgy. Sto. Nino, Binan",02-7795310-21/ 049-5114800/ joe.beltran@uphmc.com.ph/ pcsoffice.binan@gmail.com,Private,Level 3,250,,
31978,"UNIHEALTH SOUTHWOODS HOSPITAL AND MEDICAL CENTER, INC.",31978,14.331505,121.0456827,Region 4-A,Laguna,"Blk. 11 Lot 3, Southwoods Ecocentrum Business park, Brgy. San Francisco, Binan City",02-77528621/ 8616386/ ushmc.fayelaude@yahoo.com/ admin@unihealthsouthwoods,Private,Level 2,100,,
609,LAGUNA PROVINCIAL HOSPITAL-SAN PABLO CITY DISTRICT HOSPITAL,609,14.0728641,121.3281982,Region 4-A,Laguna,"Gen. Luna St., Brgy. 4A, San Pablo City",049-5211677 / 5620371 fax / ppispc@yahoo.com,Public,Level 2,100,,
6718,SAN PABLO COLLEGES MEDICAL CENTER,6718,14.0708851,121.3044029,Region 4-A,Laguna,"Maharlika Highway, Brgy. San Rafael, San Pablo City",049-5620726/ 5620728 fax/ spcmedicalcenter@gmail.com,Private,Level 2,135,,
23613,THE MEDICAL CITY SOUTH LUZON,23613,14.2484642,121.0650371,Region 4-A,Laguna,"Greenfield City, Brgy. Don Jose, Sta, Rosa City",049-5440120/ 5440120 loc. 1001,Private,Level 2,100,,
6782,SAN PABLO DOCTORS HOSPITAL,6782,14.0731667,121.3220001,Region 4-A,Laguna,"#55 A. Mabini St., San Pablo City",049-5620998 telefax/ spdhimc_66@yahoo.com,Private,Level 2,60,,
2780,"COMMUNITY GENERAL HOSPITAL OF SAN PABLO CITY, INC.",2780,14.0730241,121.3126291,Region 4-A,Laguna,"C. Colago Avenue, San Pablo City",049-5628013/ 5622053/ 5627990 fax/ cgh_sanpablo@yahoo.com,Private,Level 2,99,,
764,"ST. JAMES HOSPITAL, INC.",764,14.2808658,121.1179221,Region 4-A,Laguna,"Mariquita Pueblo, Dita, Sta. Rosa City",049-5341254/ 02-5208468/ 5020058 fax/ stjames1993@yahoo.com,Private,Level 2,80,,
783,STA. ROSA HOSPITAL AND MEDICAL CENTER,783,14.287063,121.0933413,Region 4-A,Laguna,"RSBS Blvd., San Lorenzo South Balibago, Sta. Rosa City",049-5080915/ 02-5844899/ 02-5844899 loc. 428/ sydney_sapno@yahoo.com,Private,Level 2,99,,
34471,QUALIMED HEALTH NETWORK STA. ROSA,34471,14.2326603,121.0525054,Region 4-A,Laguna,"Nuvali North, Barangay Sto. Domingo, Sta. Rosa City, Laguna",049-3024015 / 0917-5609755 / rparboleda@qualimed.com.ph,Private,Level 2,102,,
7514,NEW SINAI MDI HOSPITAL,7514,14.3177969,121.0962111,Region 4-A,Laguna,"National Highway, Tagapo, Santa Rosa",02-7590634/ 7590633 fax/ nsmdih_starosa@yahoo.com,Private,Level 2,66,,
5253,"LOS BANOS DOCTORS HOSPITAL AND MEDICAL CENTER, INC.",5253,14.1708732,121.2409766,Region 4-A,Laguna,"Brgy. Batong Malake, Los Banos",049-5360100/ 5361225 fax/ lbdhmc@yahoo.com,Private,Level 2,80,,
3495,HEALTHSERV LOS BANOS MEDICAL CENTER,3495,14.1788174,121.2406067,Region 4-A,Laguna,"#8817 National Highway, Batong Malake, Los Banos",049-5364858/ 5844695 fax/ healthserv@yahoo.com,Private,Level 2,78,,
31980,WESTLAKE MEDICAL CENTER,31980,14.3470564,121.0634393,Region 4-A,Laguna,"National Highway, Brgy. Nueva, San Pedro",02-5538185/ westlake_ph@ymail.com,Private,Level 2,92,,
6022,LAGUNA HOLY FAMILY HOSPITAL,6022,14.2749096,121.418334,Region 4-A,Laguna,"#1824 J. De Leon St., Sta. Cruz",049-5011278/ 5011280/ 5013567/ 5011280 fax,Private,Level 2,71,,
5418,"LAGUNA DOCTORS HOSPITAL, INC.",5418,14.2726263,121.4169046,Region 4-A,Laguna,"Pagsawitan, Sta. Cruz, Laguna",049-5013218/ 5014094 fax/ lagunadoctors95@yahoo.com,Private,Level 2,96,,
28057,LAGUNA MEDICAL CENTER,28057,14.2754931,121.4167571,Region 4-A,Laguna,"J. De Leon St., Sta. Cruz",049-5433333 loc 308 / loc 302 fax / laguna.provincial.hospital@gmail.com,Public,Level 2,150,,
34338,"GLOBAL MEDICAL CENTER OF LAGUNA, INC.",34338,14.2334363,121.1326575,Region 4-A,Laguna,"National Highway, Brgy. Barlic, Cabuyao City",091786175001/ 09228226335/ 049-5445812/ 5445921/ 5445975/ 5194485,Private,Level 2,90,,
3559,MANILA EAST MEDICAL CENTER,3559,14.5747292,121.1437388,Region 4-A,Rizal,"Manila East Road, Dolores, Taytay",6600000/ 6612811 fax/ manilaeast@yahoo.com,Private,Level 2,99,,
31343,"BINANGONAN LAKEVIEW HOSPITAL, INC.",31343,14.5028003,121.170391,Region 4-A,Rizal,"Km. 31, Manila East Road, Barangay Tagpos, Binangonan",5700791/ 5708663 loc. 124/ 5700806/ 7063572,Private,Level 2,88,,
38112,"METRO ANTIPOLO HOSPITAL AND MEDICAL CENTER, INC.",38112,14.6242753,121.1185352,Region 4-A,Rizal,"1348 Marcos Highway, Brgy. Mayamot, Antipolo City",9088800,Private,Level 2,99,,
24434,"CLINICA ANTIPOLO HOSPITAL AND WELLNESS CENTER, INC.",24434,14.5896359,121.1676226,Region 4-A,Rizal,"Lot 4, Ninoy Aquino Ave., Brgy. Dela Paz, Antipolo City",6959480-87/ 4704693 fax/ enok_62081@yahoo.com,Private,Level 2,73,,
5105,"UNCIANO COLLEGES AND GENERAL HOSPITAL, INC.",5105,14.580122,121.1695903,Region 4-A,Rizal,"Circumferential Road, San Roque, Antipolo City",6507096/ 6970174 fax/ umc_antipolo@yahoo.com,Private,Level 2,100,,
31985,"DIONISIO M. CORNEL MEDICAL CENTER, INC.",31985,14.6251269,121.1224972,Region 4-A,Rizal,"#8001 Marcos Highway, Mayamot, Antipolo City",6450411/ loc. 202 fax/ cornelmedicalcenter@yahoo.com,Private,Level 2,80,,
4424,Quezon Medical Center,4424,13.9421847,121.6102788,Region 4-A,Quezon,"Quezon Ave., Lucena City",7103444 / 7104023 / 7176325 / quezon.medicancenter@yahoo.com.ph,Public,Level 2,200,,
19544,"UNITED CANDELARIA DOCTORS, INC.",19544,13.930204,121.4494183,Region 4-A,Quezon,"Mangilag Sur, Candelaria",042-5852114/ unitedcandelariadocs@gmail.com,Private,Level 2,35,,
24438,"RAKKK PROPHET MEDICAL CENTER, INC.",24438,13.9321915,122.0898181,Region 4-A,Quezon,"Km. 194 Maharlika Highway, Brgy. Rosario, Gumaca",3177857/ 3177856/ rakkkpmci@yahoo.com,Private,Level 2,50,,
712,"PETER PAUL MEDICAL CENTER OF CANDELARIA, INC.",712,13.9264379,121.4213334,Region 4-A,Quezon,"Regidor St., Poblacion, Candelaria",042-5854531/ 7411857/ pppch_1948@yahoo.com,Private,Level 2,60,,
6899,"TAYABAS COMMUNITY HOSPITAL, INC.",6899,14.020667,121.5952103,Region 4-A,Quezon,"National Road, Brgy. Wakas, City of Tayabas",042-7932216/ tchi.1976@yahoo.com.ph,Private,Level 2,105,,
4801,"ST. ANNE GENERAL HOSPITAL, INC.",4801,13.9375686,121.6164938,Region 4-A,Quezon,"P. Gomez Ext., Red-V, Ibabang Dupay, Lucena City (formerly:P. Gomez Ext., Brgy. Ibabang Dupay, Red V, Lucena City)",042-7102218/ 7105234 fax/ st.annegeneralhospital@yahoo.com/ saghiofficial@yahoo.com,Private,Level 2,80,,
627,"LUCENA UNITED DOCTORS, INCORPORATED",627,13.947331,121.5830993,Region 4-A,Quezon,"Brgy. Isabang, Lucena City, Quezon",042-3736161-64/ 3736321 fax/ ludhmc@yahoo.com.ph,Private,Level 2,97,,
3558,LUCENA MMG GENERAL HOSPITAL,3558,13.944977,121.6287263,Region 4-A,Quezon,"Red-V, Maharlika Highway, Ibabang Dupay",042-3735925/ 3735926/ 3737170 fax/ lucenammghosp@yahoo.com,Private,Level 2,95,,
2173,MOUNT CARMEL DIOCESAN GENERAL HOSPITAL,2173,13.9408018,121.6089286,Region 4-A,Quezon,"Allarey Extension, Brgy. 1, Lucena City",042-7102576-77/ 3737139 fax/ mcdgh_lucena@yahoo.com,Private,Level 2,178,,
5225,"MARIA ESTRELLA GENERAL HOSPITAL, INC.",5225,,,Region 4-B,Mindoro,"Brgy. Tawiran, Calapan City, Oriental Mindoro",043-2867386/ 4410079 fax/ megh2k6@yahoo.com,Private,Level 2/3,95,,
5272,MEDICAL MISSION GROUP HOSPITAL MULTIPURPOSE COOPERATIVE OF ORIENTAL MINDORO (MMGHMCOM),5272,,,Region 4-B,Mindoro,"J.P. Rizal St., Tawiran, Calapan City, Oriental Mindoro",043-2882275/ 28827080 fax/ mmg.ormin@gmail.com,Private,Level 2,50,,
3351,LUNA GOCO MEDICAL CENTER,3351,,,Region 4-B,Mindoro,"Lalud, Calapan City, Oriental Mindoro",043-2882473/ 2867208 fax/ lgmc@hotmail.com/ lorman_d_great@yahoo.com,Private,Level 2,30,,
4529,"ADVENTIST HOSPITAL-PALAWAN, INC.",4529,,,Region 4-B,Palawan,"San Pedro, Puerto Princesa City",048-4331247 loc. 181/ 108/ adventisthospital_palawan@yahoo.com,Private,Level 2,90,,
266,CAMARINES NORTE PROVINCIAL HOSPITAL,266,,,Region 5,Camarines Norte,"Baqasbas Road, Daet",054-4400178 / 4400199 / 4400178 fax / cnph_pho@yahoo.com / pho_camnorte@yahoo.com,Public,Level 2,100,,
4474,SANTISSIMA TRINIDAD HOSPITAL OF DAET,4474,,,Region 5,Camarines Norte,"Diversion Road, Camambugan, Daet",054-7210224/ santissima_19@yahoo.com,Private,Level 2,25,,
,STO. NINO HOSPITAL,,,,Region 5,Camarines Norte,"Mercedes Road, Daet",054-4400979/ 440977 fax/ santoninohospital @yahoo.com,Private,Level 2,72,,
389,LEON D. HERNANDEZ MEMORIAL HOSPITAL,389,,,Region 5,Camarines Norte,"#1328 Dasmarines St., Brgy. 8, Daet",054-4401460/ 5712811 fax/ ldhmh_docs@yahoo.com,Private,Level 2,114,,
1873,UNIVERSIDAD DE STA. ISABEL DE NAGA,1873,,,Region 5,Camarines Sur,"Roxas Ave., Diversion Road, Naga City",054-4724025/ 8118060/ 8111210/ mshospital2004@yahoo.com/ usihsdvphsoffice@yahoo.com,Private,Level 3,150,,
270,Bicol Regional Training and Teaching Hospital,270,,,Region 5,Albay,"Rizal St., Legazpi City",,Public,Level 3,250,,
4308,ESTEVEZ MEMORIAL HOSPITAL INC.,4308,,,Region 5,Camarines Sur,"Don Juan S. Estevez St., Guevarra Subd.",052-4804021 loc. 6004-6024/ 09189247495/ 4802135 fax/ emh@estevezhospital.com/ mlv.estz@gmail.com,Private,Level 2,100,,
278,Bicol Medical Center,278,,,Region 5,Camarines Sur,"Bagumbayan, Libmanan, Camarines Sur",054-4745041 / 4720557 / bmc.nagacity@gmail.com,Public,Level 3,450,,
32018,BICOL ACCESS HEALTH CENTRUM,32018,,,Region 5,Camarines Sur,"Central Business District II, Brgy. Triangulo, Naga City",054-4732242/ 4732243 fax/ bicolaccesshealthcentrum2015@yahoo.com.ph,Private,Level 2,26,,
5199,"ST. JOHN HOSPITAL, INC.",5199,,,Region 5,Camarines Sur,"Panganiban Drive, Naga City, Camarines Sur",054-4738919/ 4724521/ stjohnhosp72_naga_4400@yahoo.com,Private,Level 2,60,,
267,Masbate Provincial Hospital,267,,,Region 5,Masbate,"PHO Road, Brgy. J.T. Fernandez, Masbate City, Bicol",masbate_pho@yahoo.com,Public,Level 2,100,,
2997,"UNIVERSITY OF SANTO TOMAS (UST) - LEGAZPI, INC. ( formerly AQUINAS UNIVERSITY HOSPITAL FOUNDATION, INC.)",2997,,,Region 5,Albay,"Captain F. Aquende Drive, Legazpi City ",052-4812839/ aquinashospital@yahoo.com,Private,Level 2,75,,
390,TANCHULING HOSPITAL,390,,,Region 5,Albay,"Imperial Court Subd., Rizal St., Legazpi City",052-4806302/ 4806545 fax/ tghlegazpi@gmail.com,Private,Level 2,50,,
402,AGO GENERAL HOSPITAL,402,,,Region 5,Albay,"Rizal St., Legazpi City",052-4811849/ 4811155 fax/ amec.bccm@yahoo.com,Private,Level 2,100,,
374,ALBAY DOCTORS HOSPITAL,374,,,Region 5,Albay,"Penaranda St., Legazpi City",052-4807838/ 4808747/ adh_hospital@yahoo.com,Private,Level 2,55,,
31927,NICC DOCTORS’ HOSPITAL,31927,,,Region 5,Albay,"CBD2, Roxas Ave., Diversion Road, Triangulo, Naga City",054-4727252/ 4725202 fax/ niccdoctorshospital@gmail.com,Private,Level 2,99,,
5052,DR. FERNANDO B. DURAN SR. MEMORIAL HOSPITAL,5052,,,Region 5,Sorsogon,"Brgy. Macabog, Sorsogon City",056-2110187 / dfbdsmh@gmail.com,Public,Level 2,100,,
3620,SORSOGON MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATIVE,3620,,,Region 5,Sorsogon,"Pangpang, Sorsogon City",0915-4798094,Public,Level 2,100,,
7489,Eastern Bicol Medical Center,7489,,,Region 5,Catanduanes,"San Isidro Village, Virac",052-8111384,Public,Level 2,100,,
357,IMMACULATE HEART OF MARY HOSPITAL,357,,,Region 5,Catanduanes,"E. Rafael St., Rawis, Virac",09294246583/ 052-8114250/ imhh_heart@yahoo.com,Private,Level 2,36,,
24195,"THE HEALTH CENTRUM, INC.",24195,,,Region 6,Capiz,"Teodorica Ave., Banica, Roxas City",036-6201023 loc 114/ 6205457 fax/ thehealthcentrum@gmail.com,Private,Level 2,60,,
1815,"CAPIZ EMMANUEL HOSPITAL, INC.",1815,,,Region 6,Capiz,"Roxas Ave., Roxas City, Capiz",036-6210443/ 6215608/ 6214761 FAX,Private,Level 2,100,,
5029,ROXAS MEMORIAL PROVINCIAL HOSPITAL,5029,,,Region 6,Capiz,"Arnaldo Blvd., Roxas City, Capiz",036-6210823 / 6210030 / 6320963 fax / rmphrxcapiz@yahoo.com,Public,Level 2,100,,
756,ST. ANTHONY COLLEGE HOSPITAL,756,,,Region 6,Capiz,"San Roque Extension, Roxas City, Capiz",036-6210431/ 6212129 fax/ sachroxas@yahoo.com,Private,Level 2,165,,
5567,"ILOILO DOCTORS’ HOSPITAL, INC.",5567,,,Region 6,Iloilo,"West Ave., Molo, Iloilo City",033-3377702-09/ 3350862/ 3375763 fax/ iloilodoctorshospital.admin@gmail.com/ iloilodoctorshospital@gmail.com,Private,Level 3,300,,
5614,"ILOILO MISSION HOSPITAL, INC.",5614,,,Region 6,Iloilo,"Mission Road, Jaro, Iloilo City",033-3200315-19/ 3200321 fax/ docpedmd@yahoo.com,Private,Level 3,230,,
2349,SEAMEN’S HOSPITAL-ILOILO,2349,,,Region 6,Iloilo,"Onate St., Mandurriao, Iloilo City",033-3212469/ 3212438/ 3213523 fax/ shosp_ilo@yahoo.com,Private,Level 2,43,,
772,"ST. PAUL’S HOSPITAL OF ILOILO, INC.",772,,,Region 6,Iloilo,"General Luna St., Iloilo City",033-337241-49/ 3380676 fax/ sphiloilo@gmail.com,Private,Level 3,265,,
32078,MEDICUS MEDICAL CENTER CORPORATION,32078,,,Region 6,Iloilo,"R.V. Bernardo Ave., Brgy. San Rafael, Mandurriao, Iloilo City",033-3287777/ 3287701/ 3287777 loc 130 fax/ medicusmedicalcenter@yahoo.com,Private,Level 2,100,,
2789,WEST VISAYAS STATE UNIVERSITY MEDICAL CENTER,2789,,,Region 6,Iloilo,"E. Lopez St., Jaro, Iloilo City",033-3202431 / 3202623 fax / wvsumedcenter@yahoo.com,Public,Level 3,300,,
38114,METRO ILOILO HOSPITAL AND MEDICAL CENTER,38114,,,Region 6,Iloilo,"Metropolis Ave. Brgy. Tagbak, Jaro, Iloilo Cit","033 327-1527/ 033 327-2030/ admin@metroiloilohospital.com/ nso@metroiloilohospital.com
",Private,Level 2/3,,,
5034,WESTERN VISAYAS MEDICAL CENTER,5034,,,Region 6,Iloilo,"Q. Abeto St., Mandurriao, Iloilo City",033-3211797,Public,Level 3,300,,
6594,ST. THERESE-MTC COLLEGE HOSPITAL,6594,,,Region 6,Iloilo,"San Agustin St., Brgy. San Agustin",033-3378275/ 3378300/ 3378299 fax/ sttheresemtcchospital@gmail.com,Private,Level 2,100,,
32079,QUALIMED HEALTH NETWORK,32079,,,Region 6,Iloilo,"Ayala Atria Park, Don Donato Pison Avee., Brgy. San Rafael, Mandurriao, loilo City",049-3024015/ 09175609755/ 033-3215272 loc. 207 fax/ rparboleda@qualimed.com.ph/ iloilo@qualimed.com,Private,Level 2,102,,
3715,THE MEDICAL CITY - ILOILO,3715,,,Region 6,Iloilo,"Locsin St., Brgy. Tap-oc, Molo, Iloilo City",033-3381505/ 5001000/ 3383138,Private,Level 2,108,,
763,"SAINT GABRIEL MEDICAL CENTER, INC.",763,,,Region 6,Aklan,"Archbishop Gabriel M. Reyes St. cor. G. Pastrana St., Kalibo",036-2683710/ 2681623-27/ 2627315 fax/ stgabmedicalcenter@yahoo.com,Private,Level 2,120,,
513,DR. RAFAEL S. TUMBOKON MEMORIAL HOSPITAL,513,,,Region 6,Aklan,"Mabini Street, Poblacion, Kalibo, Aklan",,Public,Level 2/3,,,
26270,"ANTIQUE MEDICAL CENTER, INC.",26270,,,Region 6,Aklan,"San Angel, San Jose, Antique",036-5408766/ 5407335,Private,Level 2,105,,
7121,ANGEL SALAZAR MEMORIAL GENERAL HOSPITAL,7121,,,Region 6,Aklan,"T.A. Fornier St., San Jose, Antique",asmgh119@yahoo.com,Public,Level 2,100,,
26150,PANAY HEALTH CARE MULTI-PURPOSE COOPERATIVE,26150,,,Region 6,Aklan,"Osmena Ave., Estancia, Kalibo",036-2681098,Private,Level 2,100,,
512,DR. PABLO O. TORRE SR. MEMORIAL HOSPITAL,512,,,Region 6,Negros Occidental,"B.S. Aquino Drive, Bacolod City",034-4337331 / 4345532 / info@rivermedcenter.net,Private,Level 3,300,,
414,"ADVENTIST MEDICAL CENTER-BACOLOD, INC",414,,,Region 6,Negros Occidental,"C.V. Ramos Ave., Taculing, Bacolod City",03-4334831-4836 / 4887777 / 4332255 fax,Private,Level 3,150,,
6595,"THE DOCTORS’ HOSPITAL, INC.",6595,,,Region 6,Negros Occidental,"B.S. Aquino Drive, Bacolod City",034-4682100 / 4331256 fax / thedoctorshosp@yahoo.com,Private,Level 3,150,,
4299,CORAZON LOCSIN MONTELIBANO MEMORIAL REGIONAL HOSPITAL,4299,,,Region 6,Negros Occidental,"Lacson St., Bacolod City, Negros Occidental",034-4332697 / 7086893 fax / clmmrh_coh@yahoo.com,Private,Level 3,400,,
38115,HOLY MOTHER OF MERCY HOSPITAL,38115,,,Region 6,Negros Occidental,"Don Emilio Village, Rizal St., Brgy. 9, Kabankalan City, Negros Occidental","
(034) 471-8881 to 8885/ hmomhkab@gmail.com",Private,Level 2/3,,,
32022,"SOUTH BACOLOD GENERAL HOSPITAL AND MEDICAL CENTER, INC.",32022,,,Region 6,Negros Occidental,"Araneta Highway, Brgy. Pahanocoy, Bacolod City, Negros Occidental",034-7042911-14,Private,Level 2,100,,
2523,BACOLOD QUEEN OF MERCY HOSPITAL (Old name: BACOLOD OUR MOTHER OF MERCY SPECIALTY HOSPITAL),2523,,,Region 6,Negros Occidental,"Eroreco, Mandalagan, Bacolod City",034-7080181 / 4341031 / 4322887 fax / admin@bolmsh.com,Private,Level 2,200,,
3050,"VISAYAS COMMUNITY MEDICAL CENTER, INC.",3050,,,Region 7,Cebu,"85 Osmena Blvd., Cebu City",032-2380000 / 2612111 fax / adventisthospitalcevbu@gmail.com,Private,Level 3,200,,
2990,"CEBU DOCTORS’ HOSPITAL, INC.",2990,,,Region 7,Cebu,"Capitol Site, Osmeña Blvd., Cebu City",032-2575111 / 2554797 / 2536021 fax / pvl_cduh@yahoo.com,Private,Level 3,300,,
32091,"UNIVERSITY OF CEBU MEDICAL CENTER, INC.",32091,,,Region 7,Cebu,"Capitol Site, Osmena Blvd., Cebu City",032-5170888 / 5170888 fax / ucmedcompliance@gmail.com,Private,Level 2,200,,
5328,"VICENTE GULLAS MEMORIAL HOSPITAL, INC",5328,,,Region 7,Cebu,"Banilad, Mandaue City",032-3469292 / 3466137 fax / gullashospital@yahoo.com,Private,Level 2,50,,
744,AMOSUP SEAMEN’S HOSPITAL-CEBU,744,,,Region 7,Cebu,"Camino Vicinal St., Brgy. Umapad, Mandaue City",032-5170888 / 5170888 fax / wcchi.mandaue.cebu@outlook.com,Private,Level 2,60,,
2172,"PERPETUAL SUCCOUR HOSPITAL OF CEBU, INC.",2172,,,Region 7,Cebu,"Gorordo Ave., Brgy. Kamputhaw, Cebu City",032-2338620 / 2312362 / psssshad2016@gmail.com,Private,Level 3,200,,
4705,"CEBU NORTH GENERAL HOSPITAL, INC.",4705,,,Region 7,Cebu,"Kauswagan Road, Talamban, Cebu City",032-3437777 / 3437240 fax / cebunorthgeneral hospital@yahoo.com,Private,Level 2,150,,
777,"ST. VINCENT GENERAL HOSPITAL CEBU, INC",777,,,Region 7,Cebu,"210-D R. Landon Street, Cebu City",032-2380000 / 4145773 /4155774 fax /admin@svgh.ph/ sv_hospital@svgh.ph,Private,Level 2,140,,
2930,"CEBU SOUTH GENERAL HOSPITAL, INC.",2930,,,Region 7,Cebu,"Nat'l. Road, Tuyan, Naga City, Cebu",063-2722223/ 2722222 fax/ help@cebudocgroup.com,Private,Level 2,100,,
